Recency,Frequency,Monetary,Total_Quantity,Total_Revenue,Invoice_Count,Unique_Products,Average_Order_Value
36,1,165.45000000000002,103,165.45000000000002,1,10,165.45000000000002
368,1,312.65,135,312.65,1,12,312.65
45,1,42.0,100,42.0,1,1,42.0
327,1,136.8,68,136.8,1,4,136.8
59,2,282.85,301,282.85,2,35,141.425
15,11,1654.08,1756,1654.08,11,67,150.3709090909091
59,1,124.95,29,124.95,1,7,124.95
142,1,42.22,10,42.22,1,3,42.22
30,1,70.80000000000001,24,70.80000000000001,1,2,70.80000000000001
99,4,1275.81,673,1275.81,4,72,318.9525
60,2,975.87,659,975.87,2,45,487.935
67,4,1774.68,1772,1774.68,4,81,443.67
38,4,730.7,210,730.7,4,36,182.675
73,2,692.95,374,692.95,2,23,346.475
73,1,359.27,249,359.27,1,20,359.27
52,9,2651.45,1423,2651.45,9,37,294.60555555555555
28,9,4019.85,2763,4019.85,9,170,446.65
232,3,6116.92,2252,6116.92,3,67,2038.9733333333334
18,2,563.08,331,563.08,2,31,281.54
38,1,721.28,464,721.28,1,45,721.28
67,4,992.41,761,992.41,4,52,248.1025
8,11,6009.34,3062,6009.34,11,33,546.3036363636364
170,1,320.0,1000,320.0,1,1,320.0
213,1,246.54000000000002,94,246.54000000000002,1,15,246.54000000000002
289,1,200.43,153,200.43,1,35,200.43
30,2,854.1500000000001,413,854.1500000000001,2,49,427.07500000000005
12,3,1314.66,2404,1314.66,3,41,438.22
47,3,446.76,208,446.76,3,20,148.92
16,12,9572.45,4516,9572.45,12,183,797.7041666666668
45,5,3125.0,2500,3125.0,5,1,625.0
11,1,221.10999999999999,118,221.10999999999999,1,52,221.10999999999999
53,3,458.25,157,458.25,3,21,152.75
15,8,4709.2300000000005,2264,4709.2300000000005,8,172,588.6537500000001
35,3,470.73,339,470.73,3,56,156.91
28,1,538.4,226,538.4,1,19,538.4
71,1,193.25,73,193.25,1,12,193.25
3,14,2347.33,1601,2347.33,14,107,167.66642857142855
23,2,438.9,228,438.9,2,22,219.45
112,3,996.61,425,996.61,3,23,332.2033333333333
71,1,384.26,760,384.26,1,21,384.26
32,1,85.6,24,85.6,1,4,85.6
59,1,123.66,174,123.66,1,8,123.66
1,18,4266.88,2245,4266.88,18,240,237.04888888888888
22,2,846.55,469,846.55,2,10,423.275
59,6,1909.31,1240,1909.31,6,87,318.2183333333333
218,1,264.13,107,264.13,1,15,264.13
29,6,2795.16,2187,2795.16,6,290,465.85999999999996
142,3,834.38,298,834.38,3,43,278.12666666666667
47,1,519.8100000000001,303,519.8100000000001,1,13,519.8100000000001
29,6,2510.06,1631,2510.06,6,309,418.3433333333333
75,4,568.68,291,568.68,4,47,142.17
51,1,331.14,234,331.14,1,22,331.14
1,6,2511.08,1550,2511.08,6,87,418.5133333333333
2,10,4479.82,2962,4479.82,10,186,447.98199999999997
2,8,1128.09,742,1128.09,8,47,141.01125
10,7,2960.73,1491,2960.73,7,81,422.9614285714286
15,2,682.54,492,682.54,2,46,341.27
19,2,609.84,341,609.84,2,54,304.92
100,3,759.98,894,759.98,3,34,253.32666666666668
16,2,142.7,90,142.7,2,5,71.35
15,10,3309.35,1235,3309.35,10,80,330.935
15,9,2508.32,1480,2508.32,9,106,278.70222222222225
22,2,895.76,613,895.76,2,29,447.88
155,3,376.46,143,376.46,3,36,125.48666666666666
82,3,566.7,204,566.7,3,30,188.9
10,17,5600.45,2800,5600.45,17,132,329.43823529411765
50,4,1410.68,1128,1410.68,4,23,352.67
9,7,2487.01,911,2487.01,7,42,355.2871428571429
368,1,209.41,149,209.41,1,16,209.41
29,4,1675.81,757,1675.81,4,61,418.9525
164,4,1234.48,1540,1234.48,4,40,308.62
148,1,79.48,16,79.48,1,5,79.48
68,1,509.04,326,509.04,1,32,509.04
98,1,404.29999999999995,586,404.29999999999995,1,32,404.29999999999995
201,2,445.15,177,445.15,2,20,222.575
116,2,457.82,644,457.82,2,32,228.91
16,2,611.55,313,611.55,2,30,305.775
12,2,1443.03,928,1443.03,2,37,721.515
32,7,7062.2,3597,7062.2,7,246,1008.8857142857142
207,1,229.75,73,229.75,1,14,229.75
281,1,367.15,224,367.15,1,13,367.15
112,2,606.21,207,606.21,2,29,303.105
10,4,1084.68,686,1084.68,4,64,271.17
122,1,352.15000000000003,194,352.15000000000003,1,19,352.15000000000003
26,1,318.04,88,318.04,1,18,318.04
100,8,4057.9,1914,4057.9,8,60,507.2375
106,2,713.11,427,713.11,2,43,356.555
186,3,10396.5,7170,10396.5,3,3,3465.5
2,14,5839.46,2834,5839.46,14,462,417.1042857142857
1,27,23632.72,8680,23632.72,27,204,875.285925925926
2,6,1874.68,1884,1874.68,6,53,312.44666666666666
191,1,109.44,576,109.44,1,1,109.44
42,4,1366.73,666,1366.73,4,42,341.6825
114,4,689.75,544,689.75,4,76,172.4375
33,2,1509.5,743,1509.5,2,54,754.75
211,1,115.08000000000001,100,115.08000000000001,1,4,115.08000000000001
22,23,8963.49,3428,8963.49,23,265,389.7169565217391
361,1,431.98,180,431.98,1,21,431.98
127,2,302.59999999999997,152,302.59999999999997,2,37,151.29999999999998
54,6,2431.28,1796,2431.28,6,446,405.21333333333337
9,13,9653.28,4052,9653.28,13,16,742.5600000000001
8,10,2946.42,1268,2946.42,10,87,294.642
18,2,338.76,179,338.76,2,55,169.38
23,9,7444.68,4672,7444.68,9,364,827.1866666666667
2,15,6784.01,2167,6784.01,15,56,452.26733333333334
26,1,241.3,85,241.3,1,65,241.3
33,2,312.05,275,312.05,2,3,156.025
213,2,795.3199999999999,504,795.3199999999999,2,23,397.65999999999997
17,5,2135.0,1565,2135.0,5,124,427.0
98,2,469.19,211,469.19,2,23,234.595
2,13,3378.66,2733,3378.66,13,43,259.8969230769231
143,3,917.4300000000001,133,917.4300000000001,3,17,305.81
10,12,15120.800000000001,7201,15120.800000000001,12,113,1260.0666666666668
74,9,22710.2,3850,22710.2,9,30,2523.355555555556
66,10,1925.9,2139,1925.9,10,89,192.59
25,3,891.02,582,891.02,3,42,297.00666666666666
239,3,1250.8700000000001,437,1250.8700000000001,3,73,416.9566666666667
150,2,225.81,58,225.81,2,37,112.905
320,1,321.6,85,321.6,1,40,321.6
302,1,390.85,65,390.85,1,19,390.85
259,1,219.4,228,219.4,1,6,219.4
39,3,792.61,740,792.61,3,36,264.2033333333333
31,1,115.66,108,115.66,1,14,115.66
9,4,640.34,305,640.34,4,80,160.085
318,1,243.63,1,243.63,1,1,243.63
49,4,1070.08,220,1070.08,4,70,267.52
5,9,4369.47,3041,4369.47,9,439,485.49666666666667
28,1,231.10999999999999,136,231.10999999999999,1,36,231.10999999999999
7,3,373.3,207,373.3,3,70,124.43333333333334
148,1,150.5,306,150.5,1,7,150.5
4,16,5607.43,3363,5607.43,16,336,350.464375
98,1,39.95,1,39.95,1,1,39.95
40,2,638.0,468,638.0,2,126,319.0
42,3,13544.99,2611,13544.99,3,93,4514.996666666667
290,2,9530.08,3316,9530.08,2,13,4765.04
10,10,3152.54,1540,3152.54,10,92,315.254
75,1,311.77,158,311.77,1,41,311.77
358,1,2.95,1,2.95,1,1,2.95
117,2,422.86,352,422.86,2,39,211.43
11,9,2646.7400000000002,1487,2646.7400000000002,9,165,294.08222222222224
24,7,3985.14,3600,3985.14,7,15,569.3057142857143
25,3,527.3199999999999,424,527.3199999999999,3,100,175.7733333333333
44,4,4722.6,2734,4722.6,4,172,1180.65
373,1,214.8,24,214.8,1,1,214.8
84,4,2174.07,1696,2174.07,4,71,543.5175
367,2,447.05,279,447.05,2,18,223.525
71,21,7304.8,3380,7304.8,21,126,347.84761904761905
87,6,2919.44,1888,2919.44,6,122,486.5733333333333
11,12,5252.1900000000005,2694,5252.1900000000005,12,57,437.68250000000006
31,5,977.5600000000001,549,977.5600000000001,5,58,195.512
137,2,622.67,509,622.67,2,22,311.335
64,1,458.45,97,458.45,1,15,458.45
11,2,183.37,177,183.37,2,11,91.685
42,3,362.42,114,362.42,3,12,120.80666666666667
369,1,436.18,234,436.18,1,24,436.18
80,1,466.33000000000004,379,466.33000000000004,1,28,466.33000000000004
16,3,1190.3700000000001,507,1190.3700000000001,3,64,396.79
187,1,286.71,250,286.71,1,19,286.71
35,4,1467.48,822,1467.48,4,22,366.87
11,3,1377.86,958,1377.86,3,131,459.28666666666663
284,1,168.22,105,168.22,1,45,168.22
369,1,305.5,50,305.5,1,8,305.5
18,15,11123.35,5814,11123.35,15,130,741.5566666666667
3,11,4953.61,5505,4953.61,11,90,450.3281818181818
36,5,1570.81,1148,1570.81,5,86,314.162
331,1,332.7,462,332.7,1,11,332.7
126,3,670.98,539,670.98,3,29,223.66
9,2,671.34,518,671.34,2,42,335.67
122,1,30.6,12,30.6,1,1,30.6
95,3,3857.85,899,3857.85,3,10,1285.95
19,7,5259.3,3343,5259.3,7,204,751.3285714285714
24,7,2106.8,887,2106.8,7,21,300.9714285714286
50,1,309.09000000000003,207,309.09000000000003,1,14,309.09000000000003
309,2,679.45,405,679.45,2,44,339.725
23,5,1376.05,1133,1376.05,5,75,275.21
119,1,233.39999999999998,312,233.39999999999998,1,17,233.39999999999998
17,6,5115.08,2757,5115.08,6,204,852.5133333333333
7,102,196549.74,108105,196549.74,102,1094,1926.9582352941175
25,3,553.8000000000001,250,553.8000000000001,3,33,184.60000000000002
15,9,3230.45,2172,3230.45,9,367,358.93888888888887
246,7,8421.47,4661,8421.47,7,80,1203.0671428571427
5,5,2182.46,1158,2182.46,5,153,436.492
98,1,148.71,57,148.71,1,6,148.71
141,2,251.15,82,251.15,2,39,125.575
100,4,711.7,193,711.7,4,32,177.925
56,2,370.45,147,370.45,2,11,185.225
66,2,621.51,205,621.51,2,50,310.755
11,3,570.18,270,570.18,3,123,190.05999999999997
366,1,135.0,44,135.0,1,6,135.0
241,3,369.02,78,369.02,3,38,123.00666666666666
277,2,135.16,44,135.16,2,3,67.58
54,5,4456.58,1494,4456.58,5,125,891.316
3,2,339.11,117,339.11,2,14,169.555
17,9,1660.23,839,1660.23,9,118,184.47
8,9,1570.73,159,1570.73,9,44,174.52555555555557
46,2,308.35,120,308.35,2,48,154.175
79,4,678.77,174,678.77,4,42,169.6925
47,2,278.34000000000003,60,278.34000000000003,2,27,139.17000000000002
63,5,1550.63,1550,1550.63,5,75,310.12600000000003
109,1,123.5,50,123.5,1,8,123.5
4,2,1160.31,709,1160.31,2,46,580.155
302,1,79.9,2,79.9,1,1,79.9
30,2,132.9,62,132.9,2,6,66.45
24,1,293.74,218,293.74,1,14,293.74
32,1,356.8,208,356.8,1,22,356.8
28,15,7321.070000000001,4197,7321.070000000001,15,246,488.07133333333337
75,4,1603.6,1384,1603.6,4,5,400.9
46,1,390.05,143,390.05,1,20,390.05
36,5,868.33,333,868.33,5,33,173.666
59,3,906.3,226,906.3,3,15,302.09999999999997
253,1,379.2,140,379.2,1,21,379.2
45,3,446.1,216,446.1,3,17,148.70000000000002
17,3,847.76,166,847.76,3,27,282.58666666666664
33,1,339.34,80,339.34,1,16,339.34
58,3,874.22,397,874.22,3,158,291.4066666666667
30,7,1947.5,1138,1947.5,7,65,278.2142857142857
24,2,856.85,654,856.85,2,43,428.425
323,1,157.8,36,157.8,1,2,157.8
187,1,415.31,415,415.31,1,25,415.31
21,9,2919.84,1048,2919.84,9,97,324.4266666666667
7,11,3955.6800000000003,1844,3955.6800000000003,11,128,359.60727272727274
47,9,2161.19,1333,2161.19,9,96,240.13222222222223
81,1,1119.66,894,1119.66,1,12,1119.66
40,1,1192.2,244,1192.2,1,5,1192.2
4,4,1626.6100000000001,927,1626.6100000000001,4,81,406.65250000000003
50,1,310.74,118,310.74,1,18,310.74
2,7,1411.91,567,1411.91,7,68,201.70142857142858
45,2,543.89,285,543.89,2,32,271.945
203,2,882.5999999999999,196,882.5999999999999,2,12,441.29999999999995
85,8,3084.69,1617,3084.69,8,67,385.58625
26,5,831.98,343,831.98,5,101,166.39600000000002
70,4,2031.07,1167,2031.07,4,70,507.7675
77,1,770.34,418,770.34,1,31,770.34
50,5,3017.75,2228,3017.75,5,164,603.55
73,3,745.5,260,745.5,3,38,248.5
39,4,1046.84,324,1046.84,4,21,261.71
71,3,979.8000000000001,246,979.8000000000001,3,27,326.6
86,1,309.91,201,309.91,1,19,309.91
101,3,1441.55,581,1441.55,3,30,480.51666666666665
134,4,1573.13,1055,1573.13,4,53,393.2825
8,4,1253.78,502,1253.78,4,29,313.445
9,2,471.14,238,471.14,2,26,235.57
298,2,287.38,78,287.38,2,5,143.69
67,10,1882.3200000000002,736,1882.3200000000002,10,41,188.23200000000003
59,1,357.15000000000003,237,357.15000000000003,1,19,357.15000000000003
332,1,120.0,96,120.0,1,2,120.0
1,8,4842.28,2466,4842.28,8,180,605.285
296,1,366.41999999999996,814,366.41999999999996,1,16,366.41999999999996
40,4,616.79,331,616.79,4,72,154.1975
95,2,730.37,590,730.37,2,33,365.185
46,12,5400.461,2383,5400.461,12,178,450.0384166666667
17,1,350.99,111,350.99,1,10,350.99
129,2,363.40000000000003,88,363.40000000000003,2,11,181.70000000000002
68,1,601.03,263,601.03,1,23,601.03
182,1,1000.63,1,1000.63,1,1,1000.63
127,3,1491.73,733,1491.73,3,70,497.24333333333334
16,4,2854.73,1650,2854.73,4,97,713.6825
31,16,19381.36,10388,19381.36,16,85,1211.335
107,3,824.28,544,824.28,3,50,274.76
59,1,322.93,171,322.93,1,16,322.93
15,4,1183.39,483,1183.39,4,49,295.8475
100,2,843.1700000000001,385,843.1700000000001,2,47,421.58500000000004
64,1,40.56,24,40.56,1,1,40.56
106,1,354.85,147,354.85,1,19,354.85
75,1,295.73,123,295.73,1,16,295.73
45,1,101.86,60,101.86,1,28,101.86
198,2,482.85,498,482.85,2,31,241.425
322,1,256.6,178,256.6,1,15,256.6
31,6,1189.3799999999999,538,1189.3799999999999,6,14,198.23
43,4,982.9399999999999,662,982.9399999999999,4,38,245.73499999999999
47,6,13009.61,87830,13009.61,6,147,2168.2683333333334
45,1,205.83,131,205.83,1,13,205.83
156,2,191.86,46,191.86,2,3,95.93
44,1,245.15,45,245.15,1,7,245.15
3,11,4120.32,2810,4120.32,11,59,374.57454545454544
99,4,628.44,550,628.44,4,36,157.11
289,1,704.4,349,704.4,1,35,704.4
149,4,1374.41,413,1374.41,4,33,343.6025
40,4,3851.01,4457,3851.01,4,167,962.7525
49,3,2201.91,685,2201.91,3,43,733.9699999999999
16,12,4020.85,3397,4020.85,12,158,335.0708333333333
46,7,4354.32,1766,4354.32,7,66,622.0457142857142
4,6,2221.37,1021,2221.37,6,62,370.2283333333333
43,1,375.34000000000003,190,375.34000000000003,1,23,375.34000000000003
74,4,2196.71,945,2196.71,4,61,549.1775
57,2,456.4,314,456.4,2,27,228.2
11,38,39667.19,41929,39667.19,38,712,1043.8734210526316
1,19,10533.87,6079,10533.87,19,90,554.4142105263159
52,3,1352.04,1080,1352.04,3,29,450.68
66,3,742.9000000000001,298,742.9000000000001,3,25,247.63333333333335
43,2,277.94,218,277.94,2,21,138.97
15,2,1341.56,636,1341.56,2,63,670.78
14,4,1058.0800000000002,990,1058.0800000000002,4,12,264.52000000000004
9,5,2075.31,1316,2075.31,5,112,415.062
185,2,1147.02,2,1147.02,2,1,573.51
49,2,1428.28,950,1428.28,2,69,714.14
68,1,492.1,230,492.1,1,22,492.1
203,1,206.19,89,206.19,1,11,206.19
14,5,1478.7,892,1478.7,5,88,295.74
66,1,109.8,36,109.8,1,2,109.8
200,2,716.69,323,716.69,2,26,358.345
58,5,1370.34,4494,1370.34,5,21,274.068
96,1,158.02,152,158.02,1,9,158.02
60,1,494.85,329,494.85,1,26,494.85
182,3,868.96,388,868.96,3,46,289.65333333333336
67,2,687.3100000000001,869,687.3100000000001,2,56,343.65500000000003
65,4,474.1,158,474.1,4,10,118.525
45,2,701.61,402,701.61,2,41,350.805
205,1,245.48000000000002,320,245.48000000000002,1,18,245.48000000000002
99,2,757.13,469,757.13,2,48,378.565
18,5,1583.28,1157,1583.28,5,89,316.656
74,1,445.05,1,445.05,1,1,445.05
11,8,4912.38,2826,4912.38,8,206,614.0475
259,1,200.63,103,200.63,1,13,200.63
17,2,1077.2,412,1077.2,2,31,538.6
61,4,1766.27,1255,1766.27,4,77,441.5675
172,1,339.88,287,339.88,1,19,339.88
64,1,310.75,288,310.75,1,9,310.75
56,10,2285.04,1416,2285.04,10,100,228.504
68,2,249.88,174,249.88,2,12,124.94
57,4,1079.66,626,1079.66,4,193,269.915
3,14,2443.77,1192,2443.77,14,102,174.555
61,3,1294.17,1273,1294.17,3,78,431.39000000000004
372,1,82.60000000000001,48,82.60000000000001,1,6,82.60000000000001
16,2,689.1,360,689.1,2,38,344.55
46,2,285.9,280,285.9,2,14,142.95
1,3,840.0500000000001,617,840.0500000000001,3,57,280.0166666666667
25,2,400.06,338,400.06,2,21,200.03
214,1,214.71,251,214.71,1,14,214.71
38,2,227.47000000000003,105,227.47000000000003,2,8,113.73500000000001
30,2,634.68,557,634.68,2,50,317.34
161,1,136.0,16,136.0,1,1,136.0
278,2,469.13,255,469.13,2,24,234.565
86,6,1175.78,266,1175.78,6,37,195.96333333333334
79,2,860.08,378,860.08,2,36,430.04
177,1,108.0,20,108.0,1,7,108.0
86,2,871.26,463,871.26,2,128,435.63
319,1,215.46,50,215.46,1,17,215.46
257,1,131.25,57,131.25,1,9,131.25
29,2,917.0600000000001,420,917.0600000000001,2,68,458.53000000000003
318,1,48.96,1,48.96,1,1,48.96
87,1,423.26,303,423.26,1,56,423.26
26,1,578.14,436,578.14,1,137,578.14
136,1,58.5,30,58.5,1,3,58.5
8,9,3488.16,2419,3488.16,9,109,387.5733333333333
60,3,854.55,659,854.55,3,29,284.84999999999997
8,5,1731.16,771,1731.16,5,112,346.232
212,1,135.6,168,135.6,1,14,135.6
68,1,266.4,114,266.4,1,14,266.4
200,1,93.8,58,93.8,1,6,93.8
8,12,4630.7,2357,4630.7,12,227,385.89166666666665
7,6,1591.74,773,1591.74,6,167,265.29
37,2,707.79,267,707.79,2,50,353.895
30,8,2108.21,965,2108.21,8,119,263.52625
44,2,1157.77,1252,1157.77,2,47,578.885
60,9,2744.42,1894,2744.42,9,63,304.93555555555554
288,1,285.6,240,285.6,1,8,285.6
225,2,404.7,218,404.7,2,4,202.35
5,8,1404.04,806,1404.04,8,86,175.505
22,1,195.0,100,195.0,1,2,195.0
107,4,1503.24,828,1503.24,4,11,375.81
4,5,1696.64,1171,1696.64,5,45,339.32800000000003
12,2,1531.63,802,1531.63,2,179,765.815
60,1,656.16,642,656.16,1,41,656.16
46,3,643.47,210,643.47,3,74,214.49
10,1,902.35,365,902.35,1,21,902.35
15,10,6124.52,3267,6124.52,10,299,612.452
23,1,524.65,543,524.65,1,106,524.65
18,1,202.85,69,202.85,1,23,202.85
32,3,1251.65,786,1251.65,3,58,417.2166666666667
148,4,1656.26,977,1656.26,4,57,414.065
10,13,6007.88,3161,6007.88,13,193,462.1446153846154
73,2,651.4100000000001,299,651.4100000000001,2,11,325.70500000000004
70,3,661.39,325,661.39,3,35,220.46333333333334
39,7,7246.27,4324,7246.27,7,314,1035.1814285714286
130,2,900.1800000000001,310,900.1800000000001,2,27,450.09000000000003
39,1,516.28,286,516.28,1,22,516.28
147,3,1220.9,446,1220.9,3,29,406.9666666666667
15,3,2143.84,1072,2143.84,3,61,714.6133333333333
101,1,280.7,131,280.7,1,72,280.7
137,1,90.42,282,90.42,1,3,90.42
189,1,182.64,168,182.64,1,2,182.64
1,5,873.34,420,873.34,5,34,174.668
79,4,6781.8,1718,6781.8,4,83,1695.45
1,9,4281.05,1167,4281.05,9,49,475.6722222222222
10,7,2898.8,814,2898.8,7,71,414.11428571428576
50,5,3777.2,949,3777.2,5,97,755.4399999999999
4,2,966.27,582,966.27,2,57,483.135
92,1,120.44,172,120.44,1,11,120.44
91,1,221.65,83,221.65,1,32,221.65
22,1,189.93,175,189.93,1,42,189.93
36,1,548.5,342,548.5,1,36,548.5
8,5,1555.4,1005,1555.4,5,173,311.08000000000004
15,4,645.19,281,645.19,4,24,161.2975
25,10,2614.78,1359,2614.78,10,194,261.478
31,2,399.9,169,399.9,2,62,199.95
12,5,977.3000000000001,400,977.3000000000001,5,93,195.46
68,4,617.72,706,617.72,4,65,154.43
16,1,228.07,317,228.07,1,46,228.07
287,1,3537.821,1543,3537.821,1,76,3537.821
32,6,659.16,998,659.16,6,23,109.86
18,10,4573.85,2239,4573.85,10,368,457.38500000000005
68,1,262.24,107,262.24,1,48,262.24
135,1,256.95,31,256.95,1,2,256.95
204,2,111.0,62,111.0,2,4,55.5
64,8,2887.41,2141,2887.41,8,31,360.92625
8,7,2374.5,1638,2374.5,7,71,339.2142857142857
25,8,1606.98,911,1606.98,8,113,200.8725
369,1,204.24,164,204.24,1,12,204.24
52,4,2093.46,973,2093.46,4,120,523.365
66,1,250.85,89,250.85,1,17,250.85
227,2,400.95,187,400.95,2,38,200.475
325,1,266.05,136,266.05,1,41,266.05
215,1,711.23,308,711.23,1,97,711.23
44,1,225.3,94,225.3,1,6,225.3
72,3,660.0,400,660.0,3,3,220.0
18,4,1276.66,1226,1276.66,4,59,319.165
1,3,982.86,503,982.86,3,121,327.62
38,3,1020.47,527,1020.47,3,43,340.1566666666667
43,3,1648.18,1079,1648.18,3,103,549.3933333333333
15,6,2283.91,1242,2283.91,6,91,380.65166666666664
372,1,120.0,96,120.0,1,4,120.0
37,3,749.0600000000001,534,749.0600000000001,3,37,249.6866666666667
147,2,175.5,90,175.5,2,4,87.75
4,2,225.89000000000001,86,225.89000000000001,2,32,112.94500000000001
73,3,1111.55,712,1111.55,3,54,370.51666666666665
42,2,1273.47,933,1273.47,2,72,636.735
8,1,127.2,40,127.2,1,4,127.2
66,7,1921.91,751,1921.91,7,70,274.55857142857144
26,5,2704.62,1863,2704.62,5,204,540.924
37,2,261.9,118,261.9,2,10,130.95
295,1,51.0,6,51.0,1,1,51.0
9,6,2129.42,832,2129.42,6,58,354.90333333333336
309,1,221.69,97,221.69,1,11,221.69
37,5,1943.51,1022,1943.51,5,145,388.702
10,4,1293.3500000000001,735,1293.3500000000001,4,86,323.33750000000003
40,11,6019.65,2586,6019.65,11,540,547.2409090909091
5,3,1256.6000000000001,338,1256.6000000000001,3,111,418.86666666666673
14,5,1848.8600000000001,897,1848.8600000000001,5,127,369.77200000000005
12,3,554.87,218,554.87,3,100,184.95666666666668
170,1,110.95,38,110.95,1,25,110.95
11,3,979.85,793,979.85,3,67,326.6166666666667
19,5,940.69,614,940.69,5,41,188.138
72,3,332.42,232,332.42,3,5,110.80666666666667
72,6,3389.84,1798,3389.84,6,178,564.9733333333334
23,6,1647.17,783,1647.17,6,55,274.52833333333336
152,1,151.17,63,151.17,1,35,151.17
319,2,203.14,81,203.14,2,38,101.57
127,1,199.45000000000002,211,199.45000000000002,1,17,199.45000000000002
231,4,773.88,431,773.88,4,23,193.47
45,4,1066.03,500,1066.03,4,114,266.5075
64,8,3810.64,2469,3810.64,8,163,476.33
25,1,258.65,178,258.65,1,41,258.65
1,69,19257.08,4667,19257.08,69,465,279.088115942029
32,10,3226.76,1594,3226.76,10,180,322.67600000000004
115,1,376.34,260,376.34,1,29,376.34
47,7,2912.93,827,2912.93,7,188,416.1328571428571
43,4,1516.65,2019,1516.65,4,25,379.1625
33,8,1790.3600000000001,795,1790.3600000000001,8,164,223.79500000000002
31,6,3118.39,1390,3118.39,6,381,519.7316666666667
259,1,285.84,108,285.84,1,13,285.84
166,3,982.59,129,982.59,3,28,327.53000000000003
15,8,2756.98,1184,2756.98,8,140,344.6225
52,6,1038.03,482,1038.03,6,49,173.005
16,23,10988.14,1964,10988.14,23,80,477.7452173913043
106,1,934.23,876,934.23,1,68,934.23
310,1,349.25,236,349.25,1,23,349.25
12,6,2610.91,1375,2610.91,6,258,435.15166666666664
120,7,1888.49,730,1888.49,7,66,269.7842857142857
56,3,624.36,258,624.36,3,70,208.12
24,2,587.69,382,587.69,2,46,293.845
47,5,691.86,380,691.86,5,62,138.372
16,2,343.71,168,343.71,2,80,171.855
47,4,959.3299999999999,625,959.3299999999999,4,141,239.83249999999998
17,4,1991.49,720,1991.49,4,83,497.8725
232,3,815.69,323,815.69,3,158,271.8966666666667
290,3,655.5,162,655.5,3,13,218.5
26,1,75.6,72,75.6,1,2,75.6
15,22,3876.2599999999998,3320,3876.2599999999998,22,38,176.19363636363636
26,8,1631.38,759,1631.38,8,116,203.9225
145,2,640.54,279,640.54,2,95,320.27
70,2,2605.62,1295,2605.62,2,107,1302.81
109,1,760.1,400,760.1,1,33,760.1
53,3,2660.0,1600,2660.0,3,8,886.6666666666666
71,1,919.7,645,919.7,1,47,919.7
88,3,369.94,178,369.94,3,21,123.31333333333333
79,1,395.69,336,395.69,1,37,395.69
61,1,160.0,56,160.0,1,30,160.0
53,4,2722.34,1458,2722.34,4,188,680.585
8,5,925.3,275,925.3,5,130,185.06
368,1,143.70000000000002,63,143.70000000000002,1,11,143.70000000000002
124,1,420.22,163,420.22,1,71,420.22
8,1,35.400000000000006,12,35.400000000000006,1,1,35.400000000000006
30,3,504.44,216,504.44,3,48,168.14666666666668
68,1,105.56,56,105.56,1,24,105.56
154,1,14.85,3,14.85,1,1,14.85
180,1,271.05,87,271.05,1,43,271.05
19,3,673.33,320,673.33,3,149,224.44333333333336
57,4,705.1,579,705.1,4,79,176.275
18,4,986.22,539,986.22,4,64,246.555
214,1,135.39,62,135.39,1,16,135.39
7,1,39.75,5,39.75,1,3,39.75
60,20,2993.37,901,2993.37,20,124,149.6685
33,9,3048.38,1518,3048.38,9,324,338.7088888888889
9,1,255.0,146,255.0,1,31,255.0
89,2,423.85,250,423.85,2,28,211.925
262,1,222.22,75,222.22,1,50,222.22
15,4,1318.39,870,1318.39,4,41,329.5975
205,1,162.07,165,162.07,1,40,162.07
26,2,457.89,292,457.89,2,77,228.945
29,1,471.84,362,471.84,1,29,471.84
292,1,205.35999999999999,80,205.35999999999999,1,31,205.35999999999999
269,1,143.85999999999999,88,143.85999999999999,1,20,143.85999999999999
10,4,921.5600000000001,416,921.5600000000001,4,88,230.39000000000001
2,102,18482.1,9287,18482.1,102,1086,181.1970588235294
103,8,7553.63,3809,7553.63,8,76,944.20375
15,7,1567.79,490,1567.79,7,10,223.97
26,6,884.64,5694,884.64,6,6,147.44
31,2,24.35,15,24.35,2,10,12.175
79,2,604.33,582,604.33,2,37,302.165
51,1,877.7,134,877.7,1,14,877.7
316,1,76.32000000000001,72,76.32000000000001,1,1,76.32000000000001
22,1,295.13,189,295.13,1,19,295.13
30,5,951.76,495,951.76,5,40,190.352
21,2,121.7,66,121.7,2,2,60.85
38,2,190.47,81,190.47,2,7,95.235
12,4,788.88,440,788.88,4,33,197.22
177,1,896.8,442,896.8,1,40,896.8
147,4,1212.21,713,1212.21,4,63,303.0525
16,5,1130.28,607,1130.28,5,110,226.05599999999998
51,4,588.22,483,588.22,4,30,147.055
10,9,3598.25,1820,3598.25,9,141,399.80555555555554
31,7,2619.65,1732,2619.65,7,89,374.2357142857143
15,1,462.75,284,462.75,1,29,462.75
78,3,1326.04,875,1326.04,3,52,442.0133333333333
120,1,338.65,111,338.65,1,21,338.65
22,3,1018.71,785,1018.71,3,39,339.57
73,4,2124.46,1906,2124.46,4,105,531.115
89,1,215.22,118,215.22,1,15,215.22
313,1,106.68,100,106.68,1,7,106.68
44,3,1994.47,979,1994.47,3,97,664.8233333333334
45,4,1541.98,765,1541.98,4,91,385.495
253,3,986.08,562,986.08,3,28,328.6933333333333
50,5,1416.96,512,1416.96,5,29,283.392
270,1,279.8,206,279.8,1,18,279.8
10,78,248396.5,170278,248396.5,78,606,3184.5705128205127
159,1,270.0,84,270.0,1,18,270.0
