Customer_ID,Recency,Frequency,Monetary,Total_Quantity,Total_Revenue,Invoice_Count,Unique_Products,Average_Order_Value,Cluster,Customer_Segment
13995.0,15,9,2508.32,1480,2508.32,9,106,278.70222222222225,0,Lost Customers
13996.0,22,2,895.76,613,895.76,2,29,447.88,1,VIP Customers
13997.0,155,3,376.46,143,376.46,3,36,125.48666666666666,4,Loyal Customers
13998.0,82,3,566.7,204,566.7,3,30,188.9,1,VIP Customers
13999.0,10,17,5600.45,2800,5600.45,17,132,329.43823529411765,0,Lost Customers
14000.0,50,4,1410.68,1128,1410.68,4,23,352.67,1,VIP Customers
14001.0,9,7,2487.01,911,2487.01,7,42,355.2871428571429,1,VIP Customers
14003.0,368,1,209.41,149,209.41,1,16,209.41,4,Loyal Customers
14004.0,29,4,1675.81,757,1675.81,4,61,418.9525,1,VIP Customers
14006.0,164,4,1234.48,1540,1234.48,4,40,308.62,4,Loyal Customers
14007.0,148,1,79.48,16,79.48,1,5,79.48,4,Loyal Customers
14008.0,68,1,509.04,326,509.04,1,32,509.04,1,VIP Customers
14009.0,98,1,404.3,586,404.3,1,32,404.3,1,VIP Customers
14010.0,201,2,445.15,177,445.15,2,20,222.575,4,Loyal Customers
14011.0,116,2,457.82,644,457.82,2,32,228.91,1,VIP Customers
14013.0,16,2,611.55,313,611.55,2,30,305.775,1,VIP Customers
14014.0,12,2,1443.03,928,1443.03,2,37,721.515,1,VIP Customers
14016.0,32,7,7062.2,3597,7062.2,7,246,1008.8857142857142,0,Lost Customers
14017.0,207,1,229.75,73,229.75,1,14,229.75,4,Loyal Customers
14018.0,281,1,367.15,224,367.15,1,13,367.15,4,Loyal Customers
14020.0,112,2,606.21,207,606.21,2,29,303.105,1,VIP Customers
14021.0,10,4,1084.68,686,1084.68,4,64,271.17,1,VIP Customers
14022.0,122,1,352.15000000000003,194,352.15000000000003,1,19,352.15000000000003,1,VIP Customers
14024.0,26,1,318.04,88,318.04,1,18,318.04,1,VIP Customers
14025.0,100,8,4057.9,1914,4057.9,8,60,507.2375,1,VIP Customers
14026.0,106,2,713.11,427,713.11,2,43,356.555,1,VIP Customers
14028.0,186,3,10396.5,7170,10396.5,3,3,3465.5,0,Lost Customers
14030.0,2,14,5839.46,2834,5839.46,14,462,417.1042857142857,0,Lost Customers
14031.0,1,27,23632.72,8680,23632.72,27,204,875.285925925926,0,Lost Customers
14032.0,2,6,1874.68,1884,1874.68,6,53,312.44666666666666,1,VIP Customers
14033.0,191,1,109.44,576,109.44,1,1,109.44,4,Loyal Customers
14035.0,42,4,1366.73,666,1366.73,4,42,341.6825,1,VIP Customers
14037.0,114,4,689.75,544,689.75,4,76,172.4375,1,VIP Customers
14038.0,33,2,1509.5,743,1509.5,2,54,754.75,1,VIP Customers
14039.0,211,1,115.08,100,115.08,1,4,115.08,4,Loyal Customers
14040.0,22,23,8963.49,3428,8963.49,23,265,389.7169565217391,0,Lost Customers
14042.0,361,1,431.98,180,431.98,1,21,431.98,4,Loyal Customers
14043.0,127,2,302.6,152,302.6,2,37,151.29999999999998,1,VIP Customers
14044.0,54,6,2431.28,1796,2431.28,6,446,405.21333333333337,0,Lost Customers
14045.0,9,13,9653.28,4052,9653.28,13,16,742.5600000000001,0,Lost Customers
14047.0,8,10,2946.42,1268,2946.42,10,87,294.642,0,Lost Customers
14048.0,18,2,338.76,179,338.76,2,55,169.38,1,VIP Customers
14049.0,23,9,7444.68,4672,7444.68,9,364,827.1866666666667,0,Lost Customers
14051.0,2,15,6784.01,2167,6784.01,15,56,452.2673333333333,0,Lost Customers
14052.0,26,1,241.3,85,241.3,1,65,241.3,1,VIP Customers
14053.0,33,2,312.05,275,312.05,2,3,156.025,1,VIP Customers
14055.0,213,2,795.3199999999999,504,795.3199999999999,2,23,397.66,4,Loyal Customers
14057.0,17,5,2135.0,1565,2135.0,5,124,427.0,1,VIP Customers
14058.0,98,2,469.19,211,469.19,2,23,234.595,1,VIP Customers
14060.0,2,13,3378.66,2733,3378.66,13,43,259.8969230769231,0,Lost Customers
14061.0,143,3,917.43,133,917.43,3,17,305.81,1,VIP Customers
14062.0,10,12,15120.8,7201,15120.8,12,113,1260.0666666666668,0,Lost Customers
14063.0,74,9,22710.2,3850,22710.2,9,30,2523.355555555556,0,Lost Customers
14064.0,66,10,1925.9,2139,1925.9,10,89,192.59,1,VIP Customers
14065.0,25,3,891.02,582,891.02,3,42,297.00666666666666,1,VIP Customers
14068.0,239,3,1250.87,437,1250.87,3,73,416.9566666666667,4,Loyal Customers
14069.0,150,2,225.81,58,225.81,2,37,112.905,4,Loyal Customers
14070.0,320,1,321.6,85,321.6,1,40,321.6,4,Loyal Customers
14072.0,302,1,390.85,65,390.85,1,19,390.85,4,Loyal Customers
14074.0,259,1,219.4,228,219.4,1,6,219.4,4,Loyal Customers
14075.0,39,3,792.61,740,792.61,3,36,264.2033333333333,1,VIP Customers
14077.0,31,1,115.66,108,115.66,1,14,115.66,1,VIP Customers
14078.0,9,4,640.34,305,640.34,4,80,160.085,1,VIP Customers
14079.0,318,1,243.63,1,243.63,1,1,243.63,4,Loyal Customers
14080.0,49,4,1070.08,220,1070.08,4,70,267.52,1,VIP Customers
14081.0,5,9,4369.47,3041,4369.47,9,439,485.4966666666666,0,Lost Customers
14082.0,28,1,231.11,136,231.11,1,36,231.11,1,VIP Customers
14083.0,7,3,373.3,207,373.3,3,70,124.43333333333334,1,VIP Customers
14084.0,148,1,150.5,306,150.5,1,7,150.5,4,Loyal Customers
14085.0,4,16,5607.43,3363,5607.43,16,336,350.464375,0,Lost Customers
14086.0,98,1,39.95,1,39.95,1,1,39.95,1,VIP Customers
14087.0,40,2,638.0,468,638.0,2,126,319.0,1,VIP Customers
14088.0,42,3,13544.99,2611,13544.99,3,93,4514.996666666667,0,Lost Customers
14091.0,290,2,9530.08,3316,9530.08,2,13,4765.04,4,Loyal Customers
14092.0,10,10,3152.54,1540,3152.54,10,92,315.254,0,Lost Customers
14094.0,75,1,311.77,158,311.77,1,41,311.77,1,VIP Customers
14095.0,358,1,2.95,1,2.95,1,1,2.95,4,Loyal Customers
14097.0,117,2,422.86,352,422.86,2,39,211.43,1,VIP Customers
14099.0,11,9,2646.74,1487,2646.74,9,165,294.08222222222224,0,Lost Customers
14101.0,24,7,3985.14,3600,3985.14,7,15,569.3057142857143,1,VIP Customers
14104.0,25,3,527.3199999999999,424,527.3199999999999,3,100,175.7733333333333,1,VIP Customers
14105.0,44,4,4722.6,2734,4722.6,4,172,1180.65,0,Lost Customers
14106.0,373,1,214.8,24,214.8,1,1,214.8,4,Loyal Customers
14107.0,84,4,2174.07,1696,2174.07,4,71,543.5175,1,VIP Customers
14108.0,367,2,447.05,279,447.05,2,18,223.525,4,Loyal Customers
14110.0,71,21,7304.8,3380,7304.8,21,126,347.84761904761905,0,Lost Customers
14112.0,87,6,2919.44,1888,2919.44,6,122,486.5733333333333,1,VIP Customers
14113.0,11,12,5252.1900000000005,2694,5252.1900000000005,12,57,437.68250000000006,0,Lost Customers
14114.0,31,5,977.56,549,977.56,5,58,195.512,1,VIP Customers
14115.0,137,2,622.67,509,622.67,2,22,311.335,1,VIP Customers
14118.0,64,1,458.45,97,458.45,1,15,458.45,1,VIP Customers
14119.0,11,2,183.37,177,183.37,2,11,91.685,1,VIP Customers
14122.0,42,3,362.42,114,362.42,3,12,120.80666666666669,1,VIP Customers
14123.0,369,1,436.18,234,436.18,1,24,436.18,4,Loyal Customers
14126.0,80,1,466.33,379,466.33,1,28,466.33,1,VIP Customers
14127.0,16,3,1190.37,507,1190.37,3,64,396.79,1,VIP Customers
14128.0,187,1,286.71,250,286.71,1,19,286.71,4,Loyal Customers
14129.0,35,4,1467.48,822,1467.48,4,22,366.87,1,VIP Customers
14130.0,11,3,1377.86,958,1377.86,3,131,459.2866666666666,1,VIP Customers
14131.0,284,1,168.22,105,168.22,1,45,168.22,4,Loyal Customers
14133.0,369,1,305.5,50,305.5,1,8,305.5,4,Loyal Customers
14134.0,18,15,11123.35,5814,11123.35,15,130,741.5566666666667,0,Lost Customers
14135.0,3,11,4953.61,5505,4953.61,11,90,450.3281818181818,0,Lost Customers
14136.0,36,5,1570.81,1148,1570.81,5,86,314.162,1,VIP Customers
14137.0,331,1,332.7,462,332.7,1,11,332.7,4,Loyal Customers
14139.0,126,3,670.98,539,670.98,3,29,223.66,1,VIP Customers
14142.0,9,2,671.34,518,671.34,2,42,335.67,1,VIP Customers
14144.0,122,1,30.6,12,30.6,1,1,30.6,1,VIP Customers
14145.0,95,3,3857.85,899,3857.85,3,10,1285.95,1,VIP Customers
14146.0,19,7,5259.3,3343,5259.3,7,204,751.3285714285714,0,Lost Customers
14147.0,24,7,2106.8,887,2106.8,7,21,300.9714285714286,1,VIP Customers
14148.0,50,1,309.09000000000003,207,309.09000000000003,1,14,309.09000000000003,1,VIP Customers
14151.0,309,2,679.45,405,679.45,2,44,339.725,4,Loyal Customers
14152.0,23,5,1376.05,1133,1376.05,5,75,275.21,1,VIP Customers
14153.0,119,1,233.4,312,233.4,1,17,233.4,1,VIP Customers
14154.0,17,6,5115.08,2757,5115.08,6,204,852.5133333333333,0,Lost Customers
14156.0,7,102,196549.74,108105,196549.74,102,1094,1926.9582352941172,2,High Value Customers
14157.0,25,3,553.8000000000001,250,553.8000000000001,3,33,184.6,1,VIP Customers
14159.0,15,9,3230.45,2172,3230.45,9,367,358.93888888888887,0,Lost Customers
14160.0,246,7,8421.47,4661,8421.47,7,80,1203.0671428571427,4,Loyal Customers
14161.0,5,5,2182.46,1158,2182.46,5,153,436.492,0,Lost Customers
14163.0,98,1,148.71,57,148.71,1,6,148.71,1,VIP Customers
14166.0,141,2,251.15,82,251.15,2,39,125.575,1,VIP Customers
14167.0,100,4,711.7,193,711.7,4,32,177.925,1,VIP Customers
14168.0,56,2,370.45,147,370.45,2,11,185.225,1,VIP Customers
14169.0,66,2,621.51,205,621.51,2,50,310.755,1,VIP Customers
14170.0,11,3,570.18,270,570.18,3,123,190.06,1,VIP Customers
14171.0,366,1,135.0,44,135.0,1,6,135.0,4,Loyal Customers
14172.0,241,3,369.02,78,369.02,3,38,123.00666666666666,4,Loyal Customers
14173.0,277,2,135.16,44,135.16,2,3,67.58,4,Loyal Customers
14175.0,54,5,4456.58,1494,4456.58,5,125,891.316,0,Lost Customers
14176.0,3,2,339.11,117,339.11,2,14,169.555,1,VIP Customers
14177.0,17,9,1660.23,839,1660.23,9,118,184.47,0,Lost Customers
14180.0,8,9,1570.73,159,1570.73,9,44,174.52555555555557,1,VIP Customers
14181.0,46,2,308.35,120,308.35,2,48,154.175,1,VIP Customers
14182.0,79,4,678.77,174,678.77,4,42,169.6925,1,VIP Customers
14183.0,47,2,278.34000000000003,60,278.34000000000003,2,27,139.17000000000002,1,VIP Customers
14186.0,63,5,1550.63,1550,1550.63,5,75,310.12600000000003,1,VIP Customers
14187.0,109,1,123.5,50,123.5,1,8,123.5,1,VIP Customers
14189.0,4,2,1160.31,709,1160.31,2,46,580.155,1,VIP Customers
14190.0,302,1,79.9,2,79.9,1,1,79.9,4,Loyal Customers
14191.0,30,2,132.9,62,132.9,2,6,66.45,1,VIP Customers
14192.0,24,1,293.74,218,293.74,1,14,293.74,1,VIP Customers
14193.0,32,1,356.8,208,356.8,1,22,356.8,1,VIP Customers
14194.0,28,15,7321.070000000001,4197,7321.070000000001,15,246,488.07133333333337,0,Lost Customers
14195.0,75,4,1603.6,1384,1603.6,4,5,400.9,1,VIP Customers
14197.0,46,1,390.05,143,390.05,1,20,390.05,1,VIP Customers
14198.0,36,5,868.33,333,868.33,5,33,173.666,1,VIP Customers
14199.0,59,3,906.3,226,906.3,3,15,302.1,1,VIP Customers
14200.0,253,1,379.2,140,379.2,1,21,379.2,4,Loyal Customers
14201.0,45,3,446.1,216,446.1,3,17,148.70000000000002,1,VIP Customers
14202.0,17,3,847.76,166,847.76,3,27,282.58666666666664,1,VIP Customers
14203.0,33,1,339.34,80,339.34,1,16,339.34,1,VIP Customers
14204.0,58,3,874.22,397,874.22,3,158,291.4066666666667,1,VIP Customers
14205.0,30,7,1947.5,1138,1947.5,7,65,278.2142857142857,1,VIP Customers
14206.0,24,2,856.85,654,856.85,2,43,428.425,1,VIP Customers
14207.0,323,1,157.8,36,157.8,1,2,157.8,4,Loyal Customers
14208.0,187,1,415.31,415,415.31,1,25,415.31,4,Loyal Customers
14209.0,21,9,2919.84,1048,2919.84,9,97,324.4266666666667,0,Lost Customers
14210.0,7,11,3955.68,1844,3955.68,11,128,359.60727272727274,0,Lost Customers
14211.0,47,9,2161.19,1333,2161.19,9,96,240.13222222222225,1,VIP Customers
14212.0,81,1,1119.66,894,1119.66,1,12,1119.66,1,VIP Customers
14213.0,40,1,1192.2,244,1192.2,1,5,1192.2,1,VIP Customers
14215.0,4,4,1626.61,927,1626.61,4,81,406.6525,1,VIP Customers
14216.0,50,1,310.74,118,310.74,1,18,310.74,1,VIP Customers
14217.0,2,7,1411.91,567,1411.91,7,68,201.70142857142855,1,VIP Customers
14219.0,45,2,543.89,285,543.89,2,32,271.945,1,VIP Customers
14220.0,203,2,882.5999999999999,196,882.5999999999999,2,12,441.3,4,Loyal Customers
14221.0,85,8,3084.69,1617,3084.69,8,67,385.58625,1,VIP Customers
14224.0,26,5,831.98,343,831.98,5,101,166.39600000000002,1,VIP Customers
14225.0,70,4,2031.07,1167,2031.07,4,70,507.7675,1,VIP Customers
14226.0,77,1,770.34,418,770.34,1,31,770.34,1,VIP Customers
14227.0,50,5,3017.75,2228,3017.75,5,164,603.55,0,Lost Customers
14228.0,73,3,745.5,260,745.5,3,38,248.5,1,VIP Customers
14229.0,39,4,1046.84,324,1046.84,4,21,261.71,1,VIP Customers
14230.0,71,3,979.8,246,979.8,3,27,326.6,1,VIP Customers
14231.0,86,1,309.91,201,309.91,1,19,309.91,1,VIP Customers
14233.0,101,3,1441.55,581,1441.55,3,30,480.51666666666665,1,VIP Customers
14235.0,134,4,1573.13,1055,1573.13,4,53,393.2825,1,VIP Customers
14236.0,8,4,1253.78,502,1253.78,4,29,313.445,1,VIP Customers
14237.0,9,2,471.14,238,471.14,2,26,235.57,1,VIP Customers
14238.0,298,2,287.38,78,287.38,2,5,143.69,4,Loyal Customers
14239.0,67,10,1882.32,736,1882.32,10,41,188.23200000000003,1,VIP Customers
14240.0,59,1,357.15000000000003,237,357.15000000000003,1,19,357.15000000000003,1,VIP Customers
14241.0,332,1,120.0,96,120.0,1,2,120.0,4,Loyal Customers
14243.0,1,8,4842.28,2466,4842.28,8,180,605.285,0,Lost Customers
14244.0,296,1,366.42,814,366.42,1,16,366.42,4,Loyal Customers
14247.0,40,4,616.79,331,616.79,4,72,154.1975,1,VIP Customers
14248.0,95,2,730.37,590,730.37,2,33,365.185,1,VIP Customers
14249.0,46,12,5400.461,2383,5400.461,12,178,450.0384166666667,0,Lost Customers
14252.0,17,1,350.99,111,350.99,1,10,350.99,1,VIP Customers
14253.0,129,2,363.4,88,363.4,2,11,181.7,1,VIP Customers
14254.0,68,1,601.03,263,601.03,1,23,601.03,1,VIP Customers
14255.0,182,1,1000.63,1,1000.63,1,1,1000.63,4,Loyal Customers
14256.0,127,3,1491.73,733,1491.73,3,70,497.2433333333333,1,VIP Customers
14257.0,16,4,2854.73,1650,2854.73,4,97,713.6825,1,VIP Customers
14258.0,31,16,19381.36,10388,19381.36,16,85,1211.335,0,Lost Customers
14260.0,107,3,824.28,544,824.28,3,50,274.76,1,VIP Customers
14263.0,59,1,322.93,171,322.93,1,16,322.93,1,VIP Customers
14264.0,15,4,1183.39,483,1183.39,4,49,295.8475,1,VIP Customers
14265.0,100,2,843.1700000000001,385,843.1700000000001,2,47,421.585,1,VIP Customers
14266.0,64,1,40.56,24,40.56,1,1,40.56,1,VIP Customers
14268.0,106,1,354.85,147,354.85,1,19,354.85,1,VIP Customers
14269.0,75,1,295.73,123,295.73,1,16,295.73,1,VIP Customers
14271.0,45,1,101.86,60,101.86,1,28,101.86,1,VIP Customers
14272.0,198,2,482.85,498,482.85,2,31,241.425,4,Loyal Customers
14274.0,322,1,256.6,178,256.6,1,15,256.6,4,Loyal Customers
14275.0,31,6,1189.38,538,1189.38,6,14,198.23,1,VIP Customers
14276.0,43,4,982.94,662,982.94,4,38,245.735,1,VIP Customers
14277.0,47,6,13009.61,87830,13009.61,6,147,2168.268333333333,3,Regular Customers
14278.0,45,1,205.83,131,205.83,1,13,205.83,1,VIP Customers
14279.0,156,2,191.86,46,191.86,2,3,95.93,4,Loyal Customers
14281.0,44,1,245.15,45,245.15,1,7,245.15,1,VIP Customers
14282.0,3,11,4120.32,2810,4120.32,11,59,374.57454545454544,0,Lost Customers
14283.0,99,4,628.44,550,628.44,4,36,157.11,1,VIP Customers
14284.0,289,1,704.4,349,704.4,1,35,704.4,4,Loyal Customers
14285.0,149,4,1374.41,413,1374.41,4,33,343.6025,1,VIP Customers
14286.0,40,4,3851.01,4457,3851.01,4,167,962.7525,0,Lost Customers
14290.0,49,3,2201.91,685,2201.91,3,43,733.9699999999999,1,VIP Customers
14291.0,16,12,4020.85,3397,4020.85,12,158,335.0708333333333,0,Lost Customers
14292.0,46,7,4354.32,1766,4354.32,7,66,622.0457142857142,1,VIP Customers
14293.0,4,6,2221.37,1021,2221.37,6,62,370.2283333333333,1,VIP Customers
14294.0,43,1,375.34,190,375.34,1,23,375.34,1,VIP Customers
14295.0,74,4,2196.71,945,2196.71,4,61,549.1775,1,VIP Customers
14296.0,57,2,456.4,314,456.4,2,27,228.2,1,VIP Customers
14298.0,11,38,39667.19,41929,39667.19,38,712,1043.8734210526316,3,Regular Customers
14299.0,1,19,10533.87,6079,10533.87,19,90,554.4142105263159,0,Lost Customers
14301.0,52,3,1352.04,1080,1352.04,3,29,450.68,1,VIP Customers
14302.0,66,3,742.9000000000001,298,742.9000000000001,3,25,247.63333333333333,1,VIP Customers
14303.0,43,2,277.94,218,277.94,2,21,138.97,1,VIP Customers
14304.0,15,2,1341.56,636,1341.56,2,63,670.78,1,VIP Customers
14306.0,14,4,1058.0800000000002,990,1058.0800000000002,4,12,264.52000000000004,1,VIP Customers
14307.0,9,5,2075.31,1316,2075.31,5,112,415.062,1,VIP Customers
14308.0,185,2,1147.02,2,1147.02,2,1,573.51,4,Loyal Customers
14309.0,49,2,1428.28,950,1428.28,2,69,714.14,1,VIP Customers
14310.0,68,1,492.1,230,492.1,1,22,492.1,1,VIP Customers
14311.0,203,1,206.19,89,206.19,1,11,206.19,4,Loyal Customers
14312.0,14,5,1478.7,892,1478.7,5,88,295.74,1,VIP Customers
14314.0,66,1,109.8,36,109.8,1,2,109.8,1,VIP Customers
14315.0,200,2,716.69,323,716.69,2,26,358.345,4,Loyal Customers
14316.0,58,5,1370.34,4494,1370.34,5,21,274.068,1,VIP Customers
14318.0,96,1,158.02,152,158.02,1,9,158.02,1,VIP Customers
14319.0,60,1,494.85,329,494.85,1,26,494.85,1,VIP Customers
14320.0,182,3,868.96,388,868.96,3,46,289.65333333333336,4,Loyal Customers
14321.0,67,2,687.3100000000001,869,687.3100000000001,2,56,343.65500000000003,1,VIP Customers
14322.0,65,4,474.1,158,474.1,4,10,118.525,1,VIP Customers
14324.0,45,2,701.61,402,701.61,2,41,350.805,1,VIP Customers
14325.0,205,1,245.48,320,245.48,1,18,245.48,4,Loyal Customers
14326.0,99,2,757.13,469,757.13,2,48,378.565,1,VIP Customers
14327.0,18,5,1583.28,1157,1583.28,5,89,316.656,1,VIP Customers
14328.0,74,1,445.05,1,445.05,1,1,445.05,1,VIP Customers
14329.0,11,8,4912.38,2826,4912.38,8,206,614.0475,0,Lost Customers
14330.0,259,1,200.63,103,200.63,1,13,200.63,4,Loyal Customers
14332.0,17,2,1077.2,412,1077.2,2,31,538.6,1,VIP Customers
14334.0,61,4,1766.27,1255,1766.27,4,77,441.5675,1,VIP Customers
14338.0,172,1,339.88,287,339.88,1,19,339.88,4,Loyal Customers
14339.0,64,1,310.75,288,310.75,1,9,310.75,1,VIP Customers
14341.0,56,10,2285.04,1416,2285.04,10,100,228.504,0,Lost Customers
14342.0,68,2,249.88,174,249.88,2,12,124.94,1,VIP Customers
14343.0,57,4,1079.66,626,1079.66,4,193,269.915,0,Lost Customers
14344.0,3,14,2443.77,1192,2443.77,14,102,174.555,0,Lost Customers
14346.0,61,3,1294.17,1273,1294.17,3,78,431.39,1,VIP Customers
14347.0,372,1,82.60000000000001,48,82.60000000000001,1,6,82.60000000000001,4,Loyal Customers
14350.0,16,2,689.1,360,689.1,2,38,344.55,1,VIP Customers
14353.0,46,2,285.9,280,285.9,2,14,142.95,1,VIP Customers
14355.0,1,3,840.0500000000001,617,840.0500000000001,3,57,280.0166666666667,1,VIP Customers
14358.0,25,2,400.06,338,400.06,2,21,200.03,1,VIP Customers
14361.0,214,1,214.71,251,214.71,1,14,214.71,4,Loyal Customers
14363.0,38,2,227.47000000000003,105,227.47000000000003,2,8,113.735,1,VIP Customers
14365.0,30,2,634.68,557,634.68,2,50,317.34,1,VIP Customers
14366.0,161,1,136.0,16,136.0,1,1,136.0,4,Loyal Customers
14369.0,278,2,469.13,255,469.13,2,24,234.565,4,Loyal Customers
14370.0,86,6,1175.78,266,1175.78,6,37,195.9633333333333,1,VIP Customers
14372.0,79,2,860.08,378,860.08,2,36,430.04,1,VIP Customers
14374.0,177,1,108.0,20,108.0,1,7,108.0,4,Loyal Customers
14375.0,86,2,871.26,463,871.26,2,128,435.63,1,VIP Customers
14376.0,319,1,215.46,50,215.46,1,17,215.46,4,Loyal Customers
14378.0,257,1,131.25,57,131.25,1,9,131.25,4,Loyal Customers
14379.0,29,2,917.06,420,917.06,2,68,458.53,1,VIP Customers
14380.0,318,1,48.96,1,48.96,1,1,48.96,4,Loyal Customers
14381.0,87,1,423.26,303,423.26,1,56,423.26,1,VIP Customers
14382.0,26,1,578.14,436,578.14,1,137,578.14,1,VIP Customers
14384.0,136,1,58.5,30,58.5,1,3,58.5,1,VIP Customers
14388.0,8,9,3488.16,2419,3488.16,9,109,387.5733333333333,0,Lost Customers
14389.0,60,3,854.55,659,854.55,3,29,284.85,1,VIP Customers
14390.0,8,5,1731.16,771,1731.16,5,112,346.232,1,VIP Customers
14391.0,212,1,135.6,168,135.6,1,14,135.6,4,Loyal Customers
14392.0,68,1,266.4,114,266.4,1,14,266.4,1,VIP Customers
14394.0,200,1,93.8,58,93.8,1,6,93.8,4,Loyal Customers
14395.0,8,12,4630.7,2357,4630.7,12,227,385.89166666666665,0,Lost Customers
14396.0,7,6,1591.74,773,1591.74,6,167,265.29,0,Lost Customers
14398.0,37,2,707.79,267,707.79,2,50,353.895,1,VIP Customers
14399.0,30,8,2108.21,965,2108.21,8,119,263.52625,0,Lost Customers
14400.0,44,2,1157.77,1252,1157.77,2,47,578.885,1,VIP Customers
14401.0,60,9,2744.42,1894,2744.42,9,63,304.93555555555554,1,VIP Customers
14402.0,288,1,285.6,240,285.6,1,8,285.6,4,Loyal Customers
14403.0,225,2,404.7,218,404.7,2,4,202.35,4,Loyal Customers
14404.0,5,8,1404.04,806,1404.04,8,86,175.505,1,VIP Customers
14405.0,22,1,195.0,100,195.0,1,2,195.0,1,VIP Customers
14408.0,107,4,1503.24,828,1503.24,4,11,375.81,1,VIP Customers
14409.0,4,5,1696.64,1171,1696.64,5,45,339.32800000000003,1,VIP Customers
14410.0,12,2,1531.63,802,1531.63,2,179,765.815,0,Lost Customers
14412.0,60,1,656.16,642,656.16,1,41,656.16,1,VIP Customers
14413.0,46,3,643.47,210,643.47,3,74,214.49,1,VIP Customers
14414.0,10,1,902.35,365,902.35,1,21,902.35,1,VIP Customers
14415.0,15,10,6124.52,3267,6124.52,10,299,612.452,0,Lost Customers
14417.0,23,1,524.65,543,524.65,1,106,524.65,1,VIP Customers
14419.0,18,1,202.85,69,202.85,1,23,202.85,1,VIP Customers
14420.0,32,3,1251.65,786,1251.65,3,58,417.2166666666667,1,VIP Customers
14421.0,148,4,1656.26,977,1656.26,4,57,414.065,1,VIP Customers
14422.0,10,13,6007.88,3161,6007.88,13,193,462.1446153846154,0,Lost Customers
14423.0,73,2,651.4100000000001,299,651.4100000000001,2,11,325.70500000000004,1,VIP Customers
14425.0,70,3,661.39,325,661.39,3,35,220.4633333333333,1,VIP Customers
14426.0,39,7,7246.27,4324,7246.27,7,314,1035.1814285714286,0,Lost Customers
14427.0,130,2,900.1800000000001,310,900.1800000000001,2,27,450.09,1,VIP Customers
14429.0,39,1,516.28,286,516.28,1,22,516.28,1,VIP Customers
14430.0,147,3,1220.9,446,1220.9,3,29,406.9666666666667,1,VIP Customers
14431.0,15,3,2143.84,1072,2143.84,3,61,714.6133333333333,1,VIP Customers
14433.0,101,1,280.7,131,280.7,1,72,280.7,1,VIP Customers
14435.0,137,1,90.42,282,90.42,1,3,90.42,1,VIP Customers
14436.0,189,1,182.64,168,182.64,1,2,182.64,4,Loyal Customers
14437.0,1,5,873.34,420,873.34,5,34,174.668,1,VIP Customers
14439.0,79,4,6781.8,1718,6781.8,4,83,1695.45,0,Lost Customers
14440.0,1,9,4281.05,1167,4281.05,9,49,475.6722222222222,1,VIP Customers
14441.0,10,7,2898.8,814,2898.8,7,71,414.11428571428576,1,VIP Customers
14442.0,50,5,3777.2,949,3777.2,5,97,755.4399999999999,1,VIP Customers
14443.0,4,2,966.27,582,966.27,2,57,483.135,1,VIP Customers
14444.0,92,1,120.44,172,120.44,1,11,120.44,1,VIP Customers
14445.0,91,1,221.65,83,221.65,1,32,221.65,1,VIP Customers
14446.0,22,1,189.93,175,189.93,1,42,189.93,1,VIP Customers
14447.0,36,1,548.5,342,548.5,1,36,548.5,1,VIP Customers
14449.0,8,5,1555.4,1005,1555.4,5,173,311.08000000000004,0,Lost Customers
14450.0,15,4,645.19,281,645.19,4,24,161.2975,1,VIP Customers
14451.0,25,10,2614.78,1359,2614.78,10,194,261.478,0,Lost Customers
14452.0,31,2,399.9,169,399.9,2,62,199.95,1,VIP Customers
14454.0,12,5,977.3,400,977.3,5,93,195.46,1,VIP Customers
14455.0,68,4,617.72,706,617.72,4,65,154.43,1,VIP Customers
14458.0,16,1,228.07,317,228.07,1,46,228.07,1,VIP Customers
14459.0,287,1,3537.821,1543,3537.821,1,76,3537.821,4,Loyal Customers
14460.0,32,6,659.16,998,659.16,6,23,109.86,1,VIP Customers
14461.0,18,10,4573.85,2239,4573.85,10,368,457.3850000000001,0,Lost Customers
14462.0,68,1,262.24,107,262.24,1,48,262.24,1,VIP Customers
14463.0,135,1,256.95,31,256.95,1,2,256.95,1,VIP Customers
14464.0,204,2,111.0,62,111.0,2,4,55.5,4,Loyal Customers
14465.0,64,8,2887.41,2141,2887.41,8,31,360.92625,1,VIP Customers
14466.0,8,7,2374.5,1638,2374.5,7,71,339.2142857142857,1,VIP Customers
14467.0,25,8,1606.98,911,1606.98,8,113,200.8725,1,VIP Customers
14468.0,369,1,204.24,164,204.24,1,12,204.24,4,Loyal Customers
14469.0,52,4,2093.46,973,2093.46,4,120,523.365,1,VIP Customers
14470.0,66,1,250.85,89,250.85,1,17,250.85,1,VIP Customers
14471.0,227,2,400.95,187,400.95,2,38,200.475,4,Loyal Customers
14472.0,325,1,266.05,136,266.05,1,41,266.05,4,Loyal Customers
14474.0,215,1,711.23,308,711.23,1,97,711.23,4,Loyal Customers
14475.0,44,1,225.3,94,225.3,1,6,225.3,1,VIP Customers
14477.0,72,3,660.0,400,660.0,3,3,220.0,1,VIP Customers
14478.0,18,4,1276.66,1226,1276.66,4,59,319.165,1,VIP Customers
14479.0,1,3,982.86,503,982.86,3,121,327.62,1,VIP Customers
14480.0,38,3,1020.47,527,1020.47,3,43,340.1566666666667,1,VIP Customers
